"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田猿楽町","神保町",6,170000000,8900000,65,2700000,"長方形",9,"その他","南東","区道",11,"商業",80,600,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田神保町","神保町",3,210000000,5500000,125,1700000,"長方形",6,"その他","北西","区道",5,"商業",80,500,"2022年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田神保町","神保町",2,490000000,9000000,180,2700000,"ほぼ長方形",17.8,"その他","南東","区道",4,"商業",80,500,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田神保町","神保町",5,80000000,7100000,35,2200000,"長方形",4.6,"住宅","北西","区道",8,"商業",80,500,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田神保町","神保町",1,75000000,6400000,40,1900000,"台形",4,"その他","南","区道",6,"商業",80,500,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田神保町","神保町",1,320000000,11000000,100,3200000,"台形",8,"事務所","南","区道",6,"商業",80,500,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田須田町","秋葉原",4,1000000000,19000000,175,5800000,"ほぼ長方形",8.5,"事務所","北","区道",15,"商業",80,800,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田須田町","淡路町",2,180000000,11000000,55,3400000,"ほぼ長方形",4,"その他","南","都道",36,"商業",80,800,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田須田町","淡路町",1,110000000,11000000,30,3500000,"ほぼ長方形",4,"その他","南東","区道",8,"商業",80,600,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田須田町","岩本町",3,280000000,14000000,65,4400000,"ほぼ長方形",5,"事務所","北","区道",6,"商業",80,800,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田須田町","岩本町",3,570000000,17000000,110,5000000,"ほぼ長方形",8,"その他","南","区道",6,"商業",80,800,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田須田町","神田(東京)",1,80000000,7800000,35,2400000,"長方形",4,"","南西","区道",8,"商業",80,600,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","神田駿河台","御茶ノ水",5,420000000,17000000,80,5200000,"ほぼ長方形",2.5,"事務所","南西","区道",11,"商業",80,500,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","三番町","市ケ谷",6,150000000,9700000,50,2900000,"長方形",3.5,"その他","北西","区道",11,"商業",80,500,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","外神田","末広町(東京)",6,92000000,7200000,40,2200000,"ほぼ長方形",4.6,"住宅","西","区道",4,"商業",80,500,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","東神田","岩本町",5,240000000,7400000,105,2200000,"不整形",12,"その他","南","区道",8,"商業",80,500,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","東神田","馬喰町",6,66000000,3800000,60,1100000,"長方形",6.4,"","西","私道",3.4,"商業",80,500,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13101","東京都","千代田区","東神田","馬喰町",2,200000000,7600000,85,2300000,"長方形",7,"その他","南東","区道",11,"商業",80,600,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","明石町","築地",5,950000000,11000000,280,3400000,"ほぼ長方形",10,"住宅","南西","区道",13,"２種住居",60,400,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","入船","新富町(東京)",3,69000000,4700000,50,1400000,"ほぼ正方形",3.9,"住宅","北西","区道",11,"商業",80,500,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","銀座","宝町(東京)",3,500000000,18000000,90,5600000,"ほぼ長方形",7.5,"その他","南東","区道",11,"商業",80,800,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","新川","茅場町",4,820000000,24000000,110,7400000,"ほぼ長方形",8.7,"住宅","南西","区道",8,"商業",80,500,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","新川","茅場町",5,230000000,8700000,85,2600000,"ほぼ長方形",9.5,"その他","南西","区道",8,"商業",80,500,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","新川","茅場町",4,570000000,9800000,190,3000000,"ほぼ長方形",13,"事務所","北東","区道",8,"商業",80,700,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","新川","八丁堀(東京)",4,190000000,13000000,45,4000000,"台形",4.5,"その他","北西","区道",22,"商業",80,700,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","新川","八丁堀(東京)",4,230000000,13000000,55,4000000,"ほぼ長方形",3.5,"その他","北西","区道",22,"商業",80,700,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","新川","八丁堀(東京)",5,23000000,1500000,50,460000,"長方形",6,"住宅","南西","私道",4,"商業",80,500,"2022年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","築地","築地",6,150000000,11000000,45,3200000,"ほぼ長方形",4,"事務所","北西","区道",10,"商業",80,500,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","築地","築地",2,4100000000,15000000,890,4500000,"不整形",25,"事務所","南東","区道",18.7,"商業",80,600,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","築地","築地","",120000000,9500000,40,2900000,"長方形",4.2,"事務所","南西","区道",15,"商業",80,700,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","築地","築地",4,65000000,3600000,60,1100000,"長方形",6.5,"住宅","北東","私道",2,"商業",80,500,"2021年第1四半期","隣地の購入、私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","築地","築地",3,69000000,6900000,35,2100000,"長方形",9,"住宅","南東","区道",8,"商業",80,500,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","築地","東銀座",2,78000000,6200000,40,1900000,"ほぼ長方形",3.7,"","北東","私道",4,"商業",80,600,"2023年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","月島","月島",4,80000000,4000000,65,1200000,"ほぼ長方形",4.6,"住宅","南西","区道",5.5,"２種住居",80,400,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","月島","月島",3,87000000,5800000,50,1800000,"ほぼ長方形",4.5,"その他","北西","区道",5.5,"２種住居",80,400,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","月島","月島",3,60000000,4000000,50,1200000,"ほぼ長方形",4.5,"住宅","北西","区道",5.5,"２種住居",80,400,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","月島","月島",4,180000000,4900000,120,1500000,"不整形",4.2,"事務所","北西","区道",5.4,"２種住居",80,400,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","月島","月島",6,640000000,9000000,240,2700000,"長方形",9.1,"住宅","北西","区道",10.9,"２種住居",80,400,"2023年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","月島","月島",6,95000000,4700000,65,1400000,"長方形",7.3,"","南西","私道",2.7,"２種住居",80,400,"2022年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","月島","月島",3,54000000,3100000,60,930000,"ほぼ長方形",6,"住宅","北東","私道",2.7,"２種住居",80,400,"2021年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","月島","月島",5,160000000,6200000,85,1900000,"ほぼ正方形",8.5,"店舗","南東","区道",5.5,"２種住居",80,400,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","佃","月島",2,61000000,2400000,85,720000,"ほぼ正方形",9,"住宅","北西","区道",5.5,"１種住居",80,400,"2022年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋大伝馬町","小伝馬町",2,420000000,15000000,95,4500000,"長方形",7.7,"店舗","南東","区道",8,"商業",80,700,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋蛎殻町","水天宮前",2,290000000,8700000,110,2600000,"ほぼ長方形",5,"その他","北西","区道",6,"商業",80,500,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","日本橋蛎殻町","水天宮前",4,150000000,15000000,35,4500000,"長方形",3.6,"その他","南東","区道",11,"商業",80,500,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋茅場町","茅場町",2,550000000,20000000,90,6200000,"不整形",3.5,"住宅","北西","区道",11,"商業",80,700,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋富沢町","人形町",3,140000000,6800000,65,2100000,"長方形",8.5,"住宅","北西","区道",4,"商業",80,600,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋富沢町","人形町",3,230000000,6800000,115,2100000,"ほぼ長方形",7,"住宅","南東","区道",4.2,"商業",80,600,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋人形町","人形町",1,160000000,5400000,95,1600000,"ほぼ長方形",10,"その他","北東","区道",8,"商業",80,700,"2023年第2四半期","隣地の購入"
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋馬喰町","馬喰町",1,300000000,9300000,105,2800000,"長方形",8.5,"住宅","北西","区道",8,"商業",80,700,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋馬喰町","馬喰町",1,1000000000,15000000,230,4400000,"長方形",10.4,"住宅","南","都道",36,"商業",80,700,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋箱崎町","水天宮前",5,96000000,5000000,65,1500000,"長方形",6.1,"その他","北西","区道",4,"商業",80,500,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13102","東京都","中央区","日本橋久松町","馬喰横山",4,100000000,4600000,70,1400000,"正方形",8.3,"住宅","北東","私道",4,"商業",80,600,"2023年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋堀留町","人形町",4,480000000,11000000,150,3200000,"不整形",11.4,"住宅","南西","区道",8,"商業",80,600,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋本町","小伝馬町",2,400000000,15000000,90,4500000,"長方形",6,"事務所","北東","区道",11,"商業",80,700,"2022年第3四半期","隣地の購入"
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋横山町","馬喰横山",2,640000000,11000000,200,3200000,"長方形",10.3,"事務所","北西","区道",6,"商業",80,600,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","日本橋横山町","馬喰横山",2,190000000,10000000,60,3100000,"長方形",3.8,"店舗","北西","区道",6,"商業","","","2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","八丁堀","宝町(東京)",2,76000000,5700000,45,1700000,"長方形",3.9,"その他","南東","区道",8,"商業",80,600,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","八丁堀","宝町(東京)",2,74000000,5700000,45,1700000,"長方形",3.8,"その他","南東","区道",8,"商業",80,600,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","八丁堀","八丁堀(東京)",1,3100000000,30000000,340,9200000,"ほぼ長方形",17,"その他","北東","区道",8,"商業",80,700,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","晴海","勝どき",18,9900000000,2000000,"2,000㎡以上",590000,"ほぼ長方形","50.0m以上","その他","北西","都道",50,"商業",80,500,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","晴海","勝どき",14,7800000000,1800000,"2,000㎡以上",530000,"正方形","50.0m以上","その他","北西","区道",20,"準工業",60,400,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","東日本橋","東日本橋",3,62000000,2700000,75,820000,"ほぼ長方形",6,"住宅","北東","私道",3,"商業",80,500,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","東日本橋","東日本橋",2,190000000,5400000,115,1600000,"不整形",15,"住宅","西","区道",8,"商業",80,500,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","湊","新富町(東京)",5,61000000,5800000,35,1800000,"ほぼ長方形",4,"店舗","北東","区道",11,"商業",80,500,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13102","東京都","中央区","湊","八丁堀(東京)",4,150000000,4900000,100,1500000,"ほぼ長方形",8,"事務所","北","区道",15,"商業",80,500,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","赤坂","青山一丁目",8,380000000,7500000,165,2300000,"長方形",9.2,"住宅","西","区道",4.4,"２中住専",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","赤坂","赤坂(東京)",2,550000000,23000000,80,6800000,"ほぼ長方形",6.7,"","東","区道",5.5,"商業",80,600,"2023年第3四半期","隣地の購入"
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","赤坂","赤坂(東京)","1H～1H30",120000000,6600000,60,2000000,"長方形",5.3,"住宅","南東","区道",3.3,"２種住居",60,300,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","赤坂","赤坂(東京)",1,1300000000,34000000,125,10000000,"長方形",7.5,"その他","南東","都道",15,"商業",80,600,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","赤坂","溜池山王",4,70000000,4600000,50,1400000,"長方形",9.6,"店舗","北西","私道",1.8,"商業",80,400,"2022年第1四半期","隣地の購入、私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","赤坂","乃木坂",3,4300000000,26000000,550,7900000,"正方形",23.7,"","北","私道",7,"商業",80,500,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","海岸","浜松町",6,1400000000,10000000,460,3000000,"ほぼ整形",18.5,"住宅","東","都道",46,"準工業",60,400,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","北青山","表参道",3,740000000,13000000,190,3900000,"長方形",12,"店舗","北西","私道",2.8,"１種住居",60,300,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","工業地","13103","東京都","港区","港南","天王洲アイル",11,3600000000,5700000,"2,000㎡以上",1700000,"長方形",40,"その他","西","都道",40,"準工業",60,400,"2021年第4四半期","隣地の購入"
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","芝","三田(東京)",4,840000000,22000000,130,6500000,"長方形",6.5,"その他","北","区道",10.4,"商業",80,500,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","芝","三田(東京)",6,390000000,20000000,65,6100000,"長方形",5,"事務所","西","国道",30,"商業",80,600,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","芝大門","大門(東京)",2,1900000000,34000000,190,10000000,"不整形",16,"住宅","西","区道",15,"商業",80,600,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","芝大門","大門(東京)",4,660000000,11000000,200,3400000,"ほぼ長方形",17.6,"住宅","北","区道",4,"商業",80,600,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","芝大門","大門(東京)",3,90000000,7200000,40,2200000,"長方形",4,"店舗","西","区道",6.1,"商業",80,700,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金","白金台",4,120000000,4100000,100,1200000,"不整形",4.6,"店舗","西","区道",5.9,"１中住専",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金","白金高輪",9,200000000,5700000,115,1700000,"長方形",7.6,"その他","北","区道",5.2,"準工業",60,300,"2024年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金","白金高輪",9,150000000,6900000,75,2100000,"ほぼ長方形",5.1,"住宅","北","私道",8,"１中住専",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金","白金高輪",8,180000000,6600000,90,2000000,"台形",12.1,"住宅","北東","区道",5.7,"１中住専",60,300,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金","白金高輪",6,250000000,6900000,120,2100000,"長方形",8.2,"住宅","東","区道",4.2,"準工業",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金","白金高輪",11,73000000,5300000,45,1600000,"ほぼ整形",4.6,"住宅","東","区道",4,"１中住専",60,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金","白金高輪",11,95000000,5200000,60,1600000,"ほぼ整形",8,"住宅","東","区道",4,"１中住専",60,300,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金台","白金台",2,310000000,7900000,130,2400000,"長方形",10,"","南東","区道",3.5,"１種住居",60,300,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金台","白金台",6,180000000,5900000,100,1800000,"長方形",7,"住宅","南","区道",4,"１中住専",60,300,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金台","白金台",5,120000000,5500000,70,1700000,"不整形",4.7,"住宅","南西","私道",4,"１中住専",60,200,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金台","白金台",2,140000000,6200000,70,1900000,"不整形",6,"住宅","東","私道",1.8,"１中住専",60,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","白金台","高輪台",1,130000000,6500000,65,2000000,"長方形",8.5,"住宅","南西","区道",4.2,"１種住居",60,300,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","新橋","御成門",6,770000000,15000000,165,4600000,"長方形",8.8,"住宅","南東","区道",8,"商業",80,600,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","新橋","御成門",4,160000000,8500000,60,2600000,"長方形",4.8,"住宅","北東","区道",6,"商業",80,600,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","新橋","御成門",3,30000000000,55000000,1800,17000000,"ほぼ長方形",42,"事務所","北西","都道",33,"商業",80,700,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","新橋","御成門",6,89000000,7300000,40,2200000,"ほぼ整形",5,"その他","北","区道",3,"商業",80,700,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","新橋","御成門",3,22000000000,40000000,1800,12000000,"ほぼ正方形",42,"","北西","都道",33,"商業",80,700,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","新橋","新橋",6,160000000,13000000,40,4100000,"長方形",3,"事務所","南西","区道",15,"商業",80,700,"2023年第4四半期","調停・競売等"
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","新橋","新橋",6,200000000,13000000,50,4000000,"長方形",4,"事務所","南西","区道",15,"商業",80,700,"2023年第4四半期","調停・競売等"
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","新橋","新橋",2,40000000,3400000,35,1000000,"長方形",4.8,"店舗","南","区道",3,"商業",80,700,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","高輪","品川",2,1700000000,50000000,115,15000000,"不整形",6.3,"","東","国道",33,"商業",80,600,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","高輪","品川",2,3800000000,50000000,250,15000000,"不整形",14.5,"","東","国道",33,"商業",80,600,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","高輪","品川",9,1100000000,7500000,480,2300000,"ほぼ台形",23.7,"","東","区道",7.2,"１中住専",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","高輪","白金高輪",7,180000000,7500000,75,2300000,"ほぼ長方形",6.5,"住宅","南東","区道",3.8,"１中住専",60,300,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","高輪","白金高輪",7,37000000,2400000,50,720000,"ほぼ整形",6,"住宅","南","私道",2,"１種住居",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","高輪","高輪台",6,230000000,7500000,100,2300000,"長方形",6.5,"住宅","北","区道",5.5,"１種住居",60,300,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","高輪","高輪台",4,440000000,7800000,185,2400000,"ほぼ台形",15.9,"住宅","西","区道",11,"近隣商業",80,400,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","虎ノ門","神谷町",1,2000000000,38000000,170,11000000,"ほぼ長方形",10,"住宅","南西","区道",12,"商業",80,500,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","西麻布","広尾",8,750000000,10000000,240,3100000,"ほぼ長方形",13.6,"住宅","南","区道",3.6,"１中住専",60,200,"2023年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","西麻布","広尾",12,160000000,8900000,60,2700000,"台形",8.4,"住宅","南西","私道",4,"１中住専",60,300,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","西麻布","広尾",12,360000000,8600000,135,2600000,"ほぼ長方形",14.7,"住宅","南","区道",3.4,"１中住専",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","西麻布","広尾",12,440000000,8600000,170,2600000,"ほぼ長方形",9.2,"住宅","南","区道",3.4,"１中住専",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","西麻布","広尾",12,360000000,8600000,135,2600000,"ほぼ長方形",7.3,"住宅","南","区道",3.4,"１中住専",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","西麻布","広尾",8,4000000000,8200000,1600,2500000,"ほぼ台形",36.6,"その他","西","区道",3.3,"１中住専",60,200,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","西麻布","広尾",12,140000000,6200000,70,1900000,"ほぼ整形",5.3,"住宅","西","私道",4,"１中住専",60,300,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","西麻布","六本木",5,430000000,12000000,115,3700000,"ほぼ長方形",6.4,"住宅","南東","区道",12.5,"近隣商業",80,400,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","西新橋","御成門",5,1500000000,25000000,200,7400000,"ほぼ長方形",10,"その他","北東","区道",11,"商業",80,500,"2024年第1四半期","隣地の購入"
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","西新橋","御成門",5,690000000,14000000,165,4200000,"長方形",8.5,"その他","北東","区道",11,"商業",80,500,"2021年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","西新橋","虎ノ門ヒルズ",4,1600000000,21000000,250,6300000,"長方形",12,"事務所","南東","区道",6,"商業",80,600,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","浜松町","浜松町",3,110000000,10000000,35,3000000,"ほぼ長方形",5,"その他","西","区道",8.1,"商業",80,600,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","浜松町","浜松町",2,130000000,10000000,40,3000000,"ほぼ長方形",5,"その他","西","区道",8.1,"商業",80,600,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","浜松町","浜松町",3,90000000,7900000,35,2400000,"ほぼ長方形",4,"その他","西","区道",8.1,"商業",80,600,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","浜松町","浜松町",3,77000000,7000000,35,2100000,"長方形",4.4,"店舗","西","区道",8.1,"商業",80,600,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","東麻布","赤羽橋",2,42000000,3500000,40,1100000,"ほぼ長方形",3.6,"","西","区道",4.1,"近隣商業",80,400,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","東麻布","赤羽橋",5,400000000,13000000,100,4000000,"ほぼ長方形",6,"その他","南西","区道",8.1,"近隣商業",80,300,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","東麻布","赤羽橋",4,190000000,8500000,75,2600000,"ほぼ台形",5.9,"住宅","北東","区道",4,"近隣商業",80,400,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","東麻布","赤羽橋",4,94000000,7800000,40,2400000,"ほぼ台形",9,"事務所","北","区道",4.1,"近隣商業",80,400,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","東麻布","麻布十番",5,210000000,4200000,165,1300000,"ほぼ長方形",9.5,"","南","私道",1.5,"近隣商業",80,300,"2022年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13103","東京都","港区","東麻布","麻布十番",5,440000000,10000000,140,3200000,"長方形",10.5,"住宅","東","区道",6,"近隣商業",80,300,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13103","東京都","港区","東新橋","汐留",3,420000000,18000000,75,5500000,"不整形",7.9,"事務所","北西","区道",12,"商業",80,700,"2021年第3四半期",""
