,district,walk_min_from_nearest_station,construction_area,construction_year,street_width,land_price_estimated,wood,south,west,east,north,price
3310,墨田区,10,80,2023,3.3,22.275,True,True,False,False,False,39.0
3311,墨田区,10,70,2023,4.0,18.225,True,False,True,False,False,41.0
3312,墨田区,10,85,2023,5.0,26.325,True,False,False,False,True,40.0
3313,墨田区,12,100,2023,4.5,32.4,True,False,False,True,False,49.0
3315,墨田区,15,75,2023,4.0,9.81,True,True,False,False,False,41.0
3316,墨田区,10,85,2023,5.0,21.16665,True,False,False,False,True,48.0
3325,墨田区,7,70,2023,4.0,32.816685,True,False,False,False,True,40.0
3331,墨田区,3,95,2023,4.0,42.0,True,False,False,False,True,62.0
3335,墨田区,8,110,2023,2.7,31.875,True,False,False,True,True,67.0
3336,墨田区,4,95,2023,4.5,25.5,True,False,False,True,False,65.0
3337,墨田区,3,75,2022,4.0,23.375,True,False,True,False,False,47.0
3339,墨田区,3,65,2022,2.8,30.55,True,False,False,False,True,47.0
3344,墨田区,75,95,2023,2.8,39.757135,True,True,False,False,False,58.0
3348,墨田区,5,80,2022,4.0,35.75,True,False,False,False,True,63.0
3350,墨田区,8,85,2021,2.4,34.83335,True,False,True,False,False,50.0
3353,墨田区,3,95,2021,3.2,24.7,True,False,True,False,False,49.0
3360,墨田区,7,95,2023,4.0,106.8,True,False,True,False,False,63.0
3364,墨田区,8,65,2020,3.2,39.2,True,True,True,False,False,15.0
3368,墨田区,3,70,2021,5.5,55.275,True,True,False,True,False,53.0
3370,墨田区,8,90,2022,3.3,55.275,True,False,False,True,True,61.0
3371,墨田区,4,70,2022,1.8,55.275,True,True,True,False,False,52.0
3372,墨田区,4,70,2022,3.1,50.25,True,True,True,False,False,47.0
3376,墨田区,4,95,2021,3.2,32.0,True,False,False,False,True,47.0
3381,墨田区,7,90,2021,3.6,13.2,True,False,True,False,False,50.0
3386,墨田区,12,80,2020,10.9,57.59,True,False,True,False,True,65.0
3389,墨田区,3,85,2023,4.0,39.0,True,False,False,False,True,48.0
3393,墨田区,2,65,2021,4.0,17.5,True,True,False,False,False,32.0
3403,墨田区,6,65,2022,8.0,34.059375,True,False,False,False,True,63.0
3408,墨田区,9,80,2021,11.1,59.85,True,False,True,False,False,62.0
3440,墨田区,8,70,2023,4.0,53.4,True,False,False,True,False,55.0
3445,墨田区,5,75,2023,3.4,53.9,True,False,True,False,False,63.0
3447,墨田区,10,55,2023,6.0,44.1,True,True,False,True,False,48.0
3453,墨田区,5,85,2022,22.0,67.5,True,False,True,False,True,57.0
3454,墨田区,7,100,2022,3.8,82.5,True,False,False,False,True,63.0
3455,墨田区,7,70,2022,3.4,112.5,True,True,False,False,False,62.0
3462,墨田区,10,85,2024,4.0,32.4,True,False,False,True,True,59.0
3466,墨田区,10,90,2022,4.0,28.0,True,True,False,True,False,56.0
3474,墨田区,5,80,2022,4.2,33.0,True,False,True,False,True,50.0
3476,墨田区,8,85,2024,4.0,35.75,True,False,False,True,False,60.0
3478,墨田区,4,80,2022,4.2,18.144,True,False,True,False,True,57.0
3480,墨田区,8,70,2023,2.7,18.144,True,False,False,True,False,50.0
3481,墨田区,9,70,2022,4.0,29.75,True,False,True,False,False,42.0
3482,墨田区,9,70,2020,4.0,20.66668,True,False,False,True,True,39.0
3483,墨田区,9,75,2022,4.0,25.83335,True,False,True,False,True,45.0
3491,墨田区,9,95,2021,4.0,16.076645,True,False,True,False,False,53.0
3493,墨田区,5,70,2021,4.0,13.603315,True,True,True,False,False,54.0
3495,墨田区,11,80,2022,3.9,12.36665,True,True,False,False,False,53.0
3496,墨田区,6,85,2021,5.9,25.25,True,False,False,True,False,52.0
3498,墨田区,6,105,2021,5.9,30.3,True,False,False,True,False,59.0
3501,墨田区,10,90,2020,4.0,43.37142,True,False,True,False,True,61.0
3506,墨田区,8,90,2023,2.6,26.325,True,False,False,True,False,57.0
3507,墨田区,9,85,2023,4.0,20.25,True,True,False,False,False,48.0
3512,墨田区,10,85,2023,4.0,16.35,True,False,False,False,True,55.0
3513,墨田区,10,90,2023,4.0,33.86664,True,False,False,True,False,57.0
3518,墨田区,10,100,2023,3.6,25.39998,True,False,True,False,True,53.0
3520,墨田区,6,120,2024,4.1,35.983305,True,True,False,True,False,85.0
3521,墨田区,1,75,2023,3.0,29.183305,True,False,False,False,True,53.0
3522,墨田区,11,105,2023,4.0,22.316645,True,True,True,False,False,59.0
3525,墨田区,9,75,2022,4.0,25.349985,True,False,False,False,True,46.0
3527,墨田区,5,70,2022,4.0,14.099985,True,False,False,True,False,40.0
3533,墨田区,5,85,2022,4.2,47.45,True,False,True,False,True,67.0
3538,墨田区,7,90,2022,3.6,16.83,True,False,False,True,False,46.0
3540,墨田区,4,100,2022,4.0,13.2,True,False,True,False,True,49.0
3541,墨田区,5,25,2020,3.2,14.25,True,True,False,False,False,17.0
3543,墨田区,8,90,2021,4.0,46.748,True,True,False,False,False,45.0
3545,墨田区,8,95,2021,4.0,46.748,True,False,True,False,False,48.0
3546,墨田区,11,70,2021,3.2,39.556,True,True,False,True,False,37.0
3555,墨田区,8,105,2022,22.0,42.375,True,True,False,False,False,71.0
3993,江東区,13,95,2023,3.0,4.1,True,False,False,False,True,84.0
4001,江東区,12,75,2021,6.0,52.0,True,False,False,False,True,62.0
4002,江東区,13,100,2021,8.0,10.45,True,True,False,True,False,69.0
4013,江東区,14,70,2021,7.2,33.2,True,True,True,False,False,47.0
4014,江東区,14,70,2021,6.4,49.8,True,False,True,False,True,53.0
4017,江東区,14,100,2021,6.5,44.184,True,False,True,False,True,63.0
4020,江東区,2,70,2022,6.0,36.54,True,True,False,True,False,65.0
4030,江東区,10,70,2022,4.5,40.425,True,False,True,False,False,56.0
4033,江東区,6,490,2021,6.0,114.75,False,False,False,False,True,420.0
4036,江東区,4,85,2023,4.0,24.2,True,False,False,True,False,68.0
4038,江東区,8,85,2023,6.2,65.0,True,True,False,False,False,62.0
4048,江東区,6,90,2022,3.6,40.5,True,True,False,False,False,60.0
4053,江東区,8,55,2022,4.0,18.0,True,False,False,False,True,36.0
4059,江東区,2,90,2022,4.0,25.5,True,False,False,True,True,74.0
4060,江東区,5,70,2022,2.9,22.95,True,False,False,False,True,49.0
4067,江東区,6,80,2021,4.6,33.6,True,True,False,False,False,51.0
4074,江東区,2,90,2024,2.3,44.5,True,True,False,False,False,59.0
4076,江東区,2,80,2023,3.6,17.75,True,False,False,True,False,64.0
4077,江東区,7,60,2023,4.0,14.2,True,True,False,False,False,40.0
4078,江東区,7,95,2023,5.0,19.525,True,True,False,False,False,75.0
4089,江東区,1,70,2021,3.5,32.25,True,False,False,True,False,46.0
4090,江東区,5,85,2021,4.0,32.25,False,True,False,False,False,77.0
4091,江東区,7,90,2024,4.0,19.8,True,True,False,False,False,54.0
4093,江東区,7,95,2023,4.0,28.7,True,False,False,True,False,68.0
4094,江東区,8,55,2023,4.0,27.24375,True,True,False,False,False,43.0
4098,江東区,8,95,2022,4.0,52.65,True,False,False,True,False,64.0
4102,江東区,9,70,2022,5.5,14.875,True,True,False,False,False,46.0
4109,江東区,9,80,2021,5.0,47.1375,True,True,False,False,False,56.0
4113,江東区,9,65,2022,4.0,46.66668,True,True,False,True,False,59.0
4120,江東区,11,75,2023,2.5,32.8,True,True,True,False,False,56.0
4126,江東区,12,65,2023,2.9,24.3,True,True,True,False,False,42.0
4127,江東区,14,85,2023,5.0,27.0,True,False,True,False,False,63.0
4144,江東区,6,100,2022,3.0,50.69997,True,False,False,False,True,74.0
4145,江東区,5,75,2023,3.0,25.349985,True,True,False,True,False,62.0
4146,江東区,13,85,2020,9.6,39.43331,False,True,False,True,False,76.0
4149,江東区,16,95,2023,4.0,33.79998,True,True,False,True,False,68.0
4150,江東区,9,70,2023,4.0,39.43331,True,True,False,True,False,52.0
4152,江東区,12,85,2022,3.3,48.51,True,True,False,True,False,60.0
4153,江東区,9,80,2022,2.0,64.68,True,True,True,False,False,58.0
4157,江東区,8,70,2022,3.4,34.2,True,False,False,False,True,61.0
4160,江東区,11,80,2022,4.0,38.0,True,False,False,False,True,63.0
4164,江東区,4,75,2023,3.3,38.0,True,False,False,False,True,63.0
4167,江東区,17,100,2023,6.0,65.2,True,True,False,True,False,62.0
4180,江東区,16,95,2021,5.5,33.6,True,True,False,True,False,58.0
4193,江東区,16,80,2021,5.4,40.199985,True,True,False,True,False,55.0
4194,江東区,16,75,2021,5.2,35.73332,True,True,True,False,False,55.0
4195,江東区,12,100,2021,2.7,66.999975,True,False,True,False,False,53.0
4196,江東区,7,60,2021,2.8,34.93332,True,False,True,False,False,42.0
4205,江東区,5,65,2021,2.5,1.62,True,False,False,False,True,41.0
4214,江東区,17,130,2023,3.8,32.8,True,False,False,True,False,77.0
4215,江東区,18,105,2023,3.7,28.7,True,True,False,True,False,62.0
4218,江東区,17,105,2023,3.6,36.8,True,True,False,True,False,70.0
4222,江東区,11,95,2022,4.0,31.5,True,False,False,False,True,60.0
4229,江東区,15,120,2021,4.0,58.57831,True,False,True,False,False,56.0
4230,江東区,16,75,2021,4.0,28.8,True,False,True,False,False,45.0
4231,江東区,9,100,2021,4.0,25.2,True,False,False,False,True,48.0
4232,江東区,13,75,2021,4.3,19.8,True,False,True,False,True,44.0
4238,江東区,13,90,2022,7.7,48.6,True,False,True,False,False,67.0
4239,江東区,13,95,2022,7.8,44.55,True,False,False,True,False,66.0
4245,江東区,18,95,2022,3.4,67.2,True,False,True,False,False,58.0
4247,江東区,15,95,2022,3.3,49.8,True,False,False,False,True,61.0
4248,江東区,13,95,2022,9.5,41.5,True,False,False,True,False,65.0
4254,江東区,14,65,2021,3.6,38.0,True,False,True,False,False,37.0
4256,江東区,16,105,2021,3.3,24.7,True,False,False,True,False,52.0
4257,江東区,16,75,2020,3.8,17.1,True,False,True,False,False,48.0
4259,江東区,18,100,2023,4.0,26.65,True,False,True,False,False,58.0
4262,江東区,15,95,2022,3.8,49.5,True,False,True,False,False,60.0
4264,江東区,14,95,2022,4.0,41.3875,True,True,False,False,False,63.0
4265,江東区,14,95,2022,3.9,30.25,True,False,True,False,False,64.0
4267,江東区,16,95,2022,17.3,27.399975,True,False,True,False,False,67.0
4279,江東区,4,80,2021,13.8,31.95,True,False,False,True,False,63.0
4302,江東区,14,100,2022,4.0,57.42,True,True,False,True,False,65.0
4304,江東区,11,90,2021,3.6,46.15,True,False,True,False,False,55.0
4316,江東区,5,65,2023,2.5,75.0,True,False,True,False,False,68.0
4318,江東区,5,70,2024,4.4,38.0,True,True,False,False,False,76.0
4368,江東区,6,100,2023,4.0,77.190625,True,False,False,False,True,73.0
4369,江東区,5,75,2022,10.8,29.4,True,False,False,True,False,61.0
4373,江東区,4,85,2021,8.0,79.475,True,True,False,False,False,76.0
4387,江東区,7,70,2022,4.0,52.2,True,True,False,False,False,60.0
4403,江東区,20,110,2020,5.0,45.89998,True,False,True,False,False,57.0
4404,江東区,11,100,2024,6.0,36.06427,True,False,True,False,False,58.0
4408,江東区,20,70,2023,3.4,28.8,True,True,False,False,False,44.0
4411,江東区,21,75,2022,3.7,27.625,True,False,False,True,False,43.0
4413,江東区,18,110,2022,4.0,31.6,True,False,False,False,True,54.0
4415,江東区,18,100,2021,5.2,25.575,True,True,False,False,False,57.0
4417,江東区,21,95,2021,4.0,25.575,True,False,False,False,True,52.0
4418,江東区,19,75,2021,4.0,29.2,True,False,False,False,True,38.0
4420,江東区,20,95,2021,3.0,47.45,True,False,False,True,False,44.0
4423,江東区,15,95,2023,4.7,23.20002,True,False,False,True,False,61.0
4425,江東区,21,95,2023,4.0,55.875,True,True,False,False,False,55.0
4428,江東区,21,115,2023,4.0,90.0,True,False,False,False,True,67.0
4433,江東区,24,90,2022,2.7,30.25,True,False,False,False,True,58.0
4434,江東区,14,100,2022,4.0,35.75,True,False,False,False,True,66.0
4437,江東区,21,105,2022,4.4,103.6,True,False,False,True,False,60.0
4443,江東区,18,80,2021,3.9,53.95044,True,False,True,False,False,45.0
4444,江東区,18,100,2022,6.4,44.9587,True,False,True,False,True,57.0
4445,江東区,21,80,2022,3.0,49.45457,True,False,False,False,True,48.0
4446,江東区,18,100,2021,7.6,34.775,True,False,False,True,False,50.0
4449,江東区,16,85,2020,16.2,29.425,True,False,True,False,False,55.0
4450,江東区,20,95,2021,1.8,35.7,True,True,False,False,False,47.0
4451,江東区,18,105,2021,3.8,33.15,True,False,False,False,True,48.0
4487,江東区,3,115,2023,4.0,104.5,True,True,False,True,False,78.0
4490,江東区,5,65,2021,5.9,73.5,True,True,True,False,False,56.0
4496,江東区,10,75,2023,7.2,29.8,True,True,False,False,False,49.0
4497,江東区,6,100,2023,3.4,63.0,True,False,False,True,True,64.0
4504,江東区,10,80,2022,4.0,21.91998,True,False,False,True,True,55.0
4508,江東区,14,90,2021,2.7,29.425,True,False,False,True,False,53.0
4511,江東区,11,90,2020,2.7,47.866,True,False,False,True,True,54.0
4513,江東区,14,105,2021,2.7,55.23,True,True,False,False,False,63.0
4519,江東区,4,95,2023,2.0,52.25,True,True,False,False,False,86.0
4520,江東区,4,95,2023,2.0,52.25,True,True,False,False,False,84.0
4541,江東区,6,70,2022,2.3,39.8,True,False,False,True,False,55.0
4549,江東区,6,75,2022,3.0,54.66668,True,True,False,False,False,60.0
4551,江東区,7,95,2021,8.0,77.0,True,True,False,False,False,77.0
4552,江東区,7,90,2021,7.9,77.0,True,True,False,False,False,73.0
4553,江東区,3,70,2022,3.9,63.0,True,False,True,False,False,62.0
4566,江東区,3,60,2022,11.0,36.0,True,False,False,True,False,52.0
4573,江東区,7,75,2020,4.0,52.525,True,False,True,False,False,65.0
5009,品川区,10,85,2024,2.9,49.5,True,False,True,False,False,71.0
5010,品川区,12,80,2023,4.0,60.5,True,False,True,False,False,75.0
5013,品川区,7,65,2023,3.8,55.0,True,False,False,False,True,68.0
5021,品川区,8,75,2022,4.0,78.0,True,True,False,True,False,72.0
5024,品川区,7,135,2021,8.1,67.9,True,True,True,False,False,110.0
5030,品川区,8,90,2023,6.7,39.5,True,False,False,False,True,97.0
5034,品川区,8,95,2021,3.3,62.65716,True,False,False,True,True,80.0
5035,品川区,11,105,2021,4.3,45.65,True,False,True,False,False,72.0
5043,品川区,12,75,2023,4.0,59.76,True,False,False,True,True,70.0
5044,品川区,10,100,2024,4.0,79.68,True,True,False,True,False,90.0
5047,品川区,11,80,2023,4.0,48.6,True,False,False,True,False,76.0
5064,品川区,11,80,2024,2.7,36.75,True,False,False,True,True,78.0
5067,品川区,12,65,2023,4.0,91.0,True,False,False,False,True,110.0
5071,品川区,11,145,2023,4.0,101.65,True,False,False,True,False,160.0
5073,品川区,8,50,2022,3.1,36.79998,True,False,True,False,True,47.0
5082,品川区,8,95,2023,3.3,73.466635,True,False,False,True,True,84.0
5086,品川区,10,95,2023,4.0,59.36,True,False,False,True,True,89.0
5094,品川区,13,70,2020,3.9,35.365,True,False,False,False,True,60.0
5107,品川区,13,75,2021,4.0,37.73,True,False,True,False,False,65.0
5109,品川区,9,85,2023,4.0,59.1,True,False,True,False,False,90.0
5110,品川区,9,85,2023,4.0,64.025,True,True,False,False,False,84.0
5111,品川区,12,155,2023,4.0,88.35,True,False,False,True,False,140.0
5114,品川区,12,70,2023,4.0,31.0,True,True,True,False,False,83.0
5115,品川区,13,70,2020,4.0,54.0,True,False,False,True,True,74.0
5116,品川区,9,80,2022,3.0,60.0,True,False,True,False,False,79.0
5117,品川区,12,95,2021,4.0,46.2,True,False,True,False,False,80.0
5122,品川区,10,85,2021,2.7,41.625,True,False,False,False,True,63.0
5123,品川区,11,80,2021,10.9,41.1,True,True,False,True,False,68.0
5124,品川区,8,85,2020,4.0,28.966685,True,True,False,True,False,65.0
5136,品川区,6,75,2023,2.6,58.150015,True,True,True,False,False,80.0
5145,品川区,8,85,2021,4.9,61.25372,True,True,False,True,False,65.0
5149,品川区,8,70,2021,4.5,66.0,True,False,True,False,False,85.0
5153,品川区,7,110,2022,4.7,75.552,True,True,True,False,False,160.0
5154,品川区,7,115,2023,4.7,89.718,True,True,True,False,False,130.0
5178,品川区,5,95,2021,5.3,82.40004,False,True,False,False,False,130.0
5181,品川区,2,100,2024,6.0,48.5,True,True,True,False,False,91.0
5187,品川区,6,110,2022,7.0,65.65,True,True,False,False,False,120.0
5188,品川区,5,110,2022,4.3,65.216645,True,False,True,False,False,100.0
5189,品川区,7,90,2023,3.0,63.375,True,True,False,True,False,85.0
5190,品川区,7,120,2022,4.0,80.0,True,False,False,True,True,130.0
5192,品川区,7,90,2021,4.0,60.0,True,True,False,True,False,87.0
5226,品川区,7,90,2022,2.6,56.466685,True,False,False,False,True,91.0
5227,品川区,7,85,2022,4.0,120.25,True,False,True,False,False,77.0
5228,品川区,7,85,2022,2.6,129.5,True,False,False,True,True,87.0
5231,品川区,8,100,2021,4.0,47.45,True,True,False,False,False,100.0
5234,品川区,3,110,2023,4.3,161.0,True,False,True,False,False,120.0
5244,品川区,4,90,2022,6.1,40.15,True,False,False,True,False,80.0
5247,品川区,2,110,2023,3.4,48.1875,True,False,False,True,False,120.0
5268,品川区,5,70,2021,4.2,14.85,True,False,False,True,True,58.0
5276,品川区,5,85,2021,3.0,49.591685,True,True,False,False,False,70.0
5277,品川区,4,85,2021,3.3,49.591685,True,True,False,False,False,72.0
5278,品川区,3,75,2024,3.2,25.35,True,True,False,False,False,71.0
5283,品川区,3,65,2022,2.7,55.0,True,False,False,True,False,59.0
5284,品川区,4,75,2022,2.6,50.0,True,False,False,True,False,66.0
5290,品川区,3,85,2020,4.3,49.591685,True,True,False,False,False,80.0
5291,品川区,13,100,2023,7.5,60.0,True,True,True,False,False,76.0
5298,品川区,11,105,2022,4.0,55.8,True,True,False,False,False,82.0
5307,品川区,11,85,2022,4.0,43.6475,True,False,False,True,False,70.0
5308,品川区,11,85,2022,4.0,43.6475,True,True,False,True,False,70.0
5314,品川区,16,95,2022,4.2,70.975,True,True,True,False,False,82.0
5316,品川区,5,75,2022,3.0,33.0,True,False,True,False,False,64.0
5317,品川区,9,85,2022,6.1,33.0,True,True,True,False,False,73.0
5323,品川区,6,80,2021,4.0,37.675,True,False,True,False,False,65.0
5325,品川区,5,100,2021,1.8,65.075,True,False,False,True,False,73.0
5327,品川区,8,115,2021,4.0,54.8,True,False,False,False,True,87.0
5335,品川区,8,75,2024,4.0,29.15,True,False,True,False,True,60.0
5338,品川区,6,80,2023,4.2,55.76669,True,False,False,False,True,80.0
5339,品川区,5,100,2023,4.5,38.29998,True,False,True,False,False,74.0
5359,品川区,5,85,2023,3.4,47.775,True,False,True,False,True,82.0
5366,品川区,11,65,2024,4.0,45.1,True,False,False,True,False,76.0
5375,品川区,10,100,2022,4.2,66.0,True,False,False,False,True,85.0
5376,品川区,9,65,2022,4.3,42.26668,True,False,True,False,False,67.0
5381,品川区,9,70,2023,4.0,39.875,True,False,True,False,True,60.0
5384,品川区,4,85,2023,4.5,59.5,True,False,True,False,False,92.0
5398,品川区,9,80,2021,4.0,49.075,True,False,False,False,True,66.0
5399,品川区,8,65,2021,4.0,30.2,True,False,True,False,False,57.0
5402,品川区,6,85,2021,4.0,49.591685,True,False,False,False,True,70.0
5407,品川区,4,75,2023,3.2,66.0,True,False,False,False,True,71.0
5408,品川区,8,75,2023,1.8,43.2,True,False,True,False,False,70.0
5421,品川区,5,100,2021,4.0,63.05,True,True,False,True,False,85.0
5432,品川区,5,105,2023,4.3,98.5,True,False,True,False,True,88.0
5434,品川区,3,95,2022,3.4,66.5,True,False,False,False,True,110.0
5435,品川区,3,155,2022,4.7,90.25,True,False,False,True,True,160.0
5437,品川区,2,85,2022,3.8,57.0,True,False,False,True,False,85.0
5439,品川区,3,75,2023,4.2,52.48617,True,True,False,False,False,77.0
5445,品川区,2,85,2021,3.0,55.0,True,True,False,True,False,78.0
5447,品川区,5,75,2021,3.4,55.6852,True,True,False,True,False,65.0
5449,品川区,6,85,2022,3.6,61.25372,True,False,True,False,False,62.0
5450,品川区,7,85,2020,4.2,55.25,True,True,True,False,False,91.0
5452,品川区,7,85,2020,4.2,55.25,True,True,True,False,False,91.0
5455,品川区,6,85,2020,4.3,76.79997,True,True,True,False,False,91.0
5475,品川区,3,95,2023,3.7,61.545,True,False,False,True,True,73.0
5476,品川区,5,90,2022,4.0,46.5,True,True,True,False,False,73.0
5504,品川区,3,890,2023,5.3,361.48248,False,False,False,True,True,1400.0
5520,品川区,5,110,2023,2.7,57.6,True,False,True,False,False,100.0
5532,品川区,2,65,2022,4.0,69.766645,True,False,True,False,True,60.0
5535,品川区,6,80,2023,2.8,55.0,True,False,True,False,True,85.0
5536,品川区,6,80,2023,4.5,55.0,True,True,True,False,False,87.0
5550,品川区,3,95,2021,4.4,53.35,True,False,False,True,True,89.0
5557,品川区,4,85,2021,4.0,41.275,True,True,False,False,False,59.0
5558,品川区,4,85,2021,2.9,49.591685,True,True,False,True,False,66.0
5561,品川区,7,65,2023,3.0,21.0,True,False,False,False,True,61.0
5569,品川区,5,85,2022,4.3,37.125,True,False,False,True,True,81.0
5571,品川区,4,100,2022,4.2,47.25,False,False,False,True,False,110.0
5579,品川区,8,90,2022,2.5,33.0,True,False,False,True,True,60.0
5583,品川区,4,95,2021,4.0,44.525,True,True,True,False,False,77.0
5611,品川区,6,75,2020,4.0,50.0,True,True,True,False,False,64.0
5614,品川区,7,80,2023,3.5,61.545,True,False,False,False,True,78.0
5618,品川区,5,85,2022,7.1,75.0,True,True,True,False,False,72.0
5632,品川区,7,70,2022,4.0,53.466655,True,False,False,True,True,65.0
5635,品川区,9,75,2021,1.0,17.6,True,False,False,False,True,78.0
5637,品川区,5,85,2023,2.5,47.025,True,True,False,False,False,80.0
5638,品川区,5,80,2023,3.1,42.75,True,False,True,False,False,77.0
5642,品川区,8,95,2023,4.0,53.9,True,False,True,False,False,82.0
5644,品川区,7,70,2023,4.5,42.29092,True,False,True,False,False,73.0
5648,品川区,7,95,2022,4.0,71.5,True,False,True,False,False,77.0
5651,品川区,3,80,2023,3.2,54.0,True,False,False,False,True,72.0
5652,品川区,11,80,2022,3.0,60.0,True,True,False,False,False,74.0
5653,品川区,9,85,2022,2.6,66.0,True,True,False,False,False,71.0
5666,品川区,6,60,2023,4.2,49.5,True,False,False,False,True,56.0
5667,品川区,3,70,2022,4.2,41.983315,True,False,False,True,False,64.0
5679,品川区,7,75,2022,4.0,49.0,True,True,False,False,False,69.0
5683,品川区,5,85,2021,2.9,59.25,True,False,True,False,False,82.0
5688,品川区,1,80,2021,6.6,49.5,True,False,True,False,False,82.0
5695,品川区,6,110,2022,2.0,47.005,True,False,False,True,False,80.0
6167,目黒区,11,140,2023,5.0,99.0,True,False,True,False,False,160.0
6169,目黒区,7,75,2021,3.9,64.125,True,False,False,True,False,73.0
6174,目黒区,9,90,2021,4.0,99.0,True,False,False,True,False,100.0
6176,目黒区,6,115,2021,4.5,86.4,True,False,False,True,False,130.0
6177,目黒区,9,90,2021,4.0,91.2,True,False,False,True,False,99.0
6178,目黒区,8,100,2020,4.0,75.42856,True,False,False,True,False,110.0
6179,目黒区,9,80,2021,3.3,84.85713,True,False,False,True,False,100.0
6183,目黒区,9,120,2024,4.0,65.2,True,False,False,True,False,180.0
6185,目黒区,10,130,2023,4.0,75.6,True,False,False,False,True,95.0
6197,目黒区,13,100,2021,3.0,83.3625,True,False,True,False,False,93.0
6213,目黒区,13,110,2021,4.5,143.60625,False,True,False,True,False,150.0
6217,目黒区,13,100,2021,4.0,81.0,True,True,True,False,False,94.0
6233,目黒区,7,80,2024,3.0,46.15,True,False,True,False,True,90.0
6263,目黒区,9,105,2023,8.0,162.5,True,False,False,True,False,170.0
6270,目黒区,7,105,2021,3.7,75.500025,True,False,False,True,False,140.0
6274,目黒区,8,80,2020,2.9,78.99997,True,False,False,True,False,87.0
6275,目黒区,4,100,2021,4.0,101.57139,False,False,False,False,True,140.0
6276,目黒区,5,90,2021,4.0,101.57139,False,False,False,True,False,130.0
6298,目黒区,4,110,2022,2.6,46.15,True,False,False,False,True,120.0
6300,目黒区,11,100,2023,3.2,88.66669,True,False,True,False,False,120.0
6301,目黒区,14,90,2023,4.0,72.9,True,True,False,True,False,100.0
6319,目黒区,11,65,2021,4.0,68.25,True,False,False,True,False,68.0
6326,目黒区,18,135,2023,3.4,475.0,True,False,True,False,True,120.0
6347,目黒区,6,165,2021,6.1,197.99997,True,False,False,True,False,260.0
6349,目黒区,4,135,2023,5.4,104.5,True,True,False,False,False,150.0
6357,目黒区,3,135,2021,5.3,96.53328,True,False,True,False,True,190.0
6359,目黒区,4,50,2023,4.7,31.6,True,True,False,True,False,62.0
6380,目黒区,6,75,2023,3.0,79.57859,True,False,False,True,False,100.0
6382,目黒区,7,100,2022,3.5,74.6,True,False,False,True,False,130.0
6391,目黒区,8,130,2023,2.9,78.2,True,False,False,True,True,110.0
6399,目黒区,9,100,2021,5.5,46.65,True,False,False,True,False,100.0
6403,目黒区,14,100,2023,3.5,76.4075,True,True,True,False,False,100.0
6405,目黒区,13,155,2023,3.7,116.6667,True,False,True,False,False,150.0
6407,目黒区,19,110,2022,4.0,97.94288,True,False,False,True,True,110.0
6410,目黒区,14,90,2021,4.0,96.0,True,False,False,True,True,90.0
6414,目黒区,14,105,2022,3.3,67.2,True,False,True,False,True,110.0
6416,目黒区,8,90,2022,4.0,70.46669,True,True,True,False,False,120.0
6417,目黒区,13,95,2022,7.0,123.125,True,False,False,True,True,92.0
6418,目黒区,14,80,2021,3.2,44.325,True,False,False,True,True,67.0
6422,目黒区,13,85,2021,7.1,89.816695,True,False,False,True,True,86.0
6437,目黒区,5,115,2021,2.9,113.4,True,True,False,True,False,120.0
6447,目黒区,8,110,2020,2.7,77.0,True,False,True,False,True,120.0
6449,目黒区,8,100,2020,3.5,102.0,True,True,True,False,False,130.0
6455,目黒区,11,85,2021,4.0,80.42724,True,True,True,False,False,120.0
6457,目黒区,9,110,2022,4.4,36.79998,True,False,False,False,True,88.0
6458,目黒区,14,95,2021,4.0,57.316635,True,False,False,True,False,74.0
6459,目黒区,14,100,2021,4.0,57.316635,True,False,False,True,False,79.0
6462,目黒区,11,125,2023,6.1,97.8333,True,False,True,False,True,120.0
6463,目黒区,11,90,2024,3.3,73.374975,True,False,False,False,True,96.0
6468,目黒区,11,440,2021,4.4,187.97148,False,True,False,False,False,400.0
6482,目黒区,15,95,2020,5.5,103.71427,True,True,True,False,False,120.0
6484,目黒区,14,120,2020,5.5,62.9,True,True,False,True,False,78.0
6485,目黒区,15,100,2020,4.0,70.3,True,True,False,True,False,130.0
6486,目黒区,15,110,2020,5.5,77.7,True,True,True,False,False,130.0
