,district,walk_min_from_nearest_station,construction_area,construction_year,street_width,land_price_estimated,wood,south,west,east,north,price
33015,葛飾区,18,80,2022,7.8,17.875,True,True,False,False,False,47.0
33016,葛飾区,15,100,2022,4.0,23.083535,True,False,False,True,True,59.0
33018,葛飾区,16,70,2022,3.3,13.57855,True,True,False,False,False,33.0
33031,葛飾区,8,90,2023,11.5,29.07,True,False,True,False,True,62.0
33032,葛飾区,7,100,2023,5.0,24.5,True,True,False,False,False,56.0
33034,葛飾区,7,105,2023,5.2,22.75,True,False,False,True,False,53.0
33036,葛飾区,12,90,2021,4.0,22.75,True,False,False,True,False,48.0
33040,葛飾区,7,85,2023,6.3,26.557115,True,True,False,False,False,64.0
33041,葛飾区,7,100,2022,6.3,22.8,True,True,False,False,False,67.0
33042,葛飾区,11,100,2022,5.4,31.85,True,False,False,True,False,52.0
33046,葛飾区,3,65,2022,6.0,26.95,True,False,True,False,False,41.0
33047,葛飾区,12,60,2022,6.3,26.6,True,True,False,False,False,31.0
33049,葛飾区,10,75,2022,4.0,34.2,True,False,True,False,False,39.0
33051,葛飾区,7,85,2021,7.3,21.541685,True,False,False,True,False,48.0
33055,葛飾区,9,80,2022,4.5,18.81,True,False,False,False,True,45.0
33057,葛飾区,11,90,2021,4.0,23.8875,True,False,False,True,False,47.0
33058,葛飾区,10,85,2020,9.1,23.8875,True,False,True,False,False,40.0
33059,葛飾区,8,110,2021,4.0,22.05,True,False,False,False,True,50.0
33060,葛飾区,7,80,2021,9.1,18.375,True,False,True,False,False,43.0
33062,葛飾区,9,75,2020,4.0,16.2,True,True,False,False,False,34.0
33065,葛飾区,10,75,2020,9.1,20.25,True,False,True,False,False,33.0
33067,葛飾区,9,85,2023,4.0,35.1,True,False,True,False,False,49.0
33068,葛飾区,5,70,2023,6.0,15.6,True,True,False,False,False,35.0
33069,葛飾区,9,90,2023,4.0,31.2,True,False,True,False,False,55.0
33071,葛飾区,13,70,2023,4.0,17.55,True,False,False,True,False,42.0
33074,葛飾区,4,75,2023,6.0,21.05,True,True,False,False,False,43.0
33076,葛飾区,9,90,2023,4.0,19.8,True,False,True,False,False,51.0
33077,葛飾区,5,70,2023,6.0,13.2,True,True,False,False,False,43.0
33078,葛飾区,14,90,2023,8.0,24.75,True,False,False,True,False,50.0
33080,葛飾区,15,125,2023,4.0,31.0,True,False,False,True,False,58.0
33081,葛飾区,14,90,2022,8.0,31.11,True,False,False,True,False,56.0
33082,葛飾区,16,85,2021,6.0,29.28,True,False,False,True,True,53.0
33086,葛飾区,14,105,2021,11.0,18.75,True,True,False,True,False,50.0
33087,葛飾区,14,85,2021,4.5,26.93336,True,False,False,False,True,45.0
33090,葛飾区,14,85,2021,8.0,23.8,True,False,False,False,True,48.0
33091,葛飾区,10,90,2021,4.0,20.825,True,False,False,True,True,39.0
33092,葛飾区,14,90,2021,8.0,23.8,True,False,False,True,False,52.0
33093,葛飾区,14,85,2021,6.0,23.8,True,True,False,False,False,53.0
33097,葛飾区,9,80,2023,6.0,20.166685,True,True,False,False,False,47.0
33098,葛飾区,7,115,2021,5.0,34.3333,True,True,False,False,False,51.0
33099,葛飾区,11,90,2021,4.0,25.749975,True,True,False,False,False,40.0
33100,葛飾区,13,85,2021,4.0,27.75,True,False,False,True,False,36.0
33101,葛飾区,18,95,2021,4.0,11.05,True,False,False,False,True,45.0
33102,葛飾区,45,50,2023,3.5,30.55,True,False,False,False,True,28.0
33103,葛飾区,45,80,2023,6.0,42.3,True,True,False,False,False,40.0
33104,葛飾区,45,95,2023,6.0,35.25,True,False,False,False,True,39.0
33105,葛飾区,12,90,2023,9.0,22.875,True,False,True,False,False,52.0
33107,葛飾区,18,110,2022,7.0,21.6,True,True,False,True,False,58.0
33109,葛飾区,12,95,2023,4.5,24.3,True,False,True,False,True,53.0
33110,葛飾区,13,100,2023,4.5,25.65,True,False,False,True,True,55.0
33111,葛飾区,20,95,2022,4.0,33.42852,True,False,False,False,True,46.0
33112,葛飾区,16,90,2022,6.0,22.28568,True,True,True,False,False,56.0
33114,葛飾区,24,75,2023,4.0,19.49997,True,False,False,False,True,45.0
33115,葛飾区,24,80,2023,4.0,20.892825,True,False,False,True,False,46.0
33117,葛飾区,45,90,2022,4.0,40.05,True,False,True,False,False,42.0
33118,葛飾区,16,70,2022,6.0,16.6875,True,True,False,False,False,40.0
33120,葛飾区,45,95,2022,4.0,38.85557,True,True,True,False,False,42.0
33121,葛飾区,45,85,2022,4.0,35.86668,True,False,False,True,True,40.0
33122,葛飾区,20,90,2022,4.5,41.84446,True,False,True,False,False,50.0
33123,葛飾区,19,90,2022,4.5,37.361125,True,False,True,False,False,56.0
33127,葛飾区,18,95,2021,16.0,25.29,True,False,False,True,True,40.0
33128,葛飾区,18,100,2021,16.0,19.67,True,False,False,True,False,41.0
33132,葛飾区,21,90,2020,5.0,36.4,True,True,False,False,False,43.0
33133,葛飾区,45,90,2021,8.0,29.4,True,False,True,False,True,38.0
33135,葛飾区,45,80,2021,4.0,29.4,True,True,False,False,False,24.0
33136,葛飾区,45,80,2021,5.0,33.6,True,False,True,False,True,37.0
33139,葛飾区,12,105,2021,15.0,18.2,True,False,False,True,True,43.0
33143,葛飾区,8,95,2023,6.3,18.2,True,True,False,False,False,48.0
33149,葛飾区,4,100,2023,7.5,29.766635,True,True,True,False,False,52.0
33156,葛飾区,8,70,2023,11.8,13.975,True,True,False,True,False,37.0
33157,葛飾区,4,95,2022,6.3,12.6,True,False,False,True,True,53.0
33159,葛飾区,4,100,2022,4.0,22.86973,True,True,True,False,False,52.0
33160,葛飾区,4,95,2022,4.0,22.86973,True,False,False,False,True,52.0
33162,葛飾区,7,95,2022,6.4,20.9,True,False,False,True,False,50.0
33163,葛飾区,9,80,2022,6.0,17.1,True,True,False,False,False,40.0
33164,葛飾区,8,105,2022,10.0,21.016645,True,False,False,True,False,49.0
33168,葛飾区,10,105,2021,3.5,20.15,True,False,False,True,False,50.0
33170,葛飾区,9,110,2021,3.7,30.716635,True,False,False,True,False,48.0
33178,葛飾区,5,80,2021,4.0,26.1,True,False,False,False,True,42.0
33179,葛飾区,8,70,2020,4.0,14.5,True,True,False,True,False,29.0
33180,葛飾区,19,120,2021,20.0,22.316645,True,True,False,True,False,48.0
33181,葛飾区,20,115,2021,18.6,27.46664,True,True,False,False,False,54.0
33182,葛飾区,19,100,2021,18.6,34.3333,True,True,False,False,False,49.0
33185,葛飾区,15,95,2024,5.8,18.0,True,True,False,True,False,47.0
33186,葛飾区,14,70,2023,4.0,19.5,True,False,True,False,True,38.0
33187,葛飾区,12,70,2023,7.2,21.5875,True,False,True,False,True,44.0
33188,葛飾区,13,75,2023,4.0,21.999975,True,True,True,False,False,45.0
33192,葛飾区,16,95,2021,4.0,24.0,True,False,True,False,False,42.0
33195,葛飾区,15,85,2020,5.8,28.6875,True,False,True,False,True,49.0
33196,葛飾区,12,90,2021,5.8,36.0,True,True,False,True,False,50.0
33197,葛飾区,12,95,2021,7.3,26.0,True,True,False,True,False,52.0
33198,葛飾区,12,100,2021,4.5,28.0,True,True,False,True,False,45.0
33199,葛飾区,13,90,2021,4.5,30.0,True,True,True,False,False,47.0
33200,葛飾区,15,80,2021,5.8,22.0,True,False,False,False,True,39.0
33201,葛飾区,12,95,2021,7.2,18.85,True,True,False,True,False,52.0
33202,葛飾区,16,85,2020,5.8,23.2,True,False,True,False,False,51.0
33203,葛飾区,12,100,2021,7.2,20.3,True,True,False,True,False,49.0
33206,葛飾区,15,90,2023,4.0,26.86,True,True,True,False,False,54.0
33209,葛飾区,18,70,2022,19.0,14.625,True,True,False,False,False,36.0
33210,葛飾区,13,90,2021,3.7,33.39432,True,True,True,False,False,43.0
33212,葛飾区,18,70,2021,4.0,20.87145,True,False,True,False,True,37.0
33214,葛飾区,10,95,2023,4.0,13.3,True,False,True,False,False,57.0
33215,葛飾区,14,100,2023,4.5,20.88331,True,False,True,False,True,52.0
33216,葛飾区,14,105,2023,4.5,34.8,True,False,False,True,True,50.0
33218,葛飾区,19,75,2023,13.8,19.66665,True,True,True,False,False,43.0
33219,葛飾区,13,75,2022,6.6,24.22725,True,True,False,False,False,41.0
33222,葛飾区,15,85,2021,5.8,26.1816,True,False,True,False,False,50.0
33223,葛飾区,16,100,2023,4.0,24.6,True,False,False,True,False,52.0
33224,葛飾区,16,85,2023,6.0,20.5,True,False,False,False,True,55.0
33225,葛飾区,13,95,2023,11.2,22.5,True,False,False,False,True,57.0
33226,葛飾区,13,95,2024,11.0,32.8,True,False,False,False,True,60.0
33227,葛飾区,16,100,2023,4.0,33.6,True,False,True,False,False,55.0
33228,葛飾区,16,85,2023,8.0,17.875,True,False,False,False,True,48.0
33229,葛飾区,12,95,2021,10.9,64.2,True,False,False,False,True,52.0
33231,葛飾区,16,100,2023,11.0,39.666695,True,True,False,True,False,57.0
33232,葛飾区,10,90,2022,6.0,27.2,True,False,False,True,True,49.0
33233,葛飾区,15,95,2022,11.0,19.8,True,True,False,True,False,48.0
33238,葛飾区,6,105,2023,4.0,16.0,True,True,False,True,False,57.0
33245,葛飾区,14,50,2023,4.0,11.025,True,True,False,False,False,30.0
33246,葛飾区,9,90,2023,6.0,22.05,True,True,False,False,False,53.0
33250,葛飾区,8,95,2022,7.0,16.64,True,False,False,True,False,53.0
33251,葛飾区,10,70,2023,6.0,11.52,True,False,False,True,True,37.0
33255,葛飾区,6,70,2023,4.0,14.08,True,True,True,False,False,36.0
33258,葛飾区,14,100,2023,4.0,36.4,True,False,False,True,False,48.0
33259,葛飾区,15,95,2023,4.0,33.6,True,True,False,False,False,54.0
33260,葛飾区,8,75,2023,6.0,25.2,True,True,False,False,False,42.0
33261,葛飾区,6,70,2022,5.5,15.06668,True,True,True,False,False,36.0
33262,葛飾区,14,75,2022,4.0,30.13336,True,False,False,False,True,35.0
33265,葛飾区,11,85,2022,4.0,35.783365,True,False,False,True,True,44.0
33266,葛飾区,5,105,2022,6.0,30.13336,True,False,False,True,True,83.0
33268,葛飾区,11,65,2022,4.0,13.5,True,False,False,False,True,38.0
33269,葛飾区,13,110,2022,4.5,18.9,True,False,False,False,True,42.0
33270,葛飾区,15,90,2022,11.0,14.85,True,True,False,True,False,44.0
33275,葛飾区,14,90,2022,4.0,22.316645,True,False,False,False,True,45.0
33279,葛飾区,11,85,2022,4.0,22.316645,True,False,False,False,True,42.0
33280,葛飾区,11,90,2022,4.5,27.46664,True,True,False,True,False,53.0
33282,葛飾区,5,100,2021,3.5,34.833365,True,True,False,False,False,55.0
33284,葛飾区,8,80,2022,4.0,20.166685,True,False,False,True,False,44.0
33286,葛飾区,1,100,2021,4.0,24.03331,True,True,False,False,False,48.0
33289,葛飾区,14,105,2021,2.7,34.3333,True,False,False,False,True,46.0
33292,葛飾区,13,110,2021,4.0,34.3333,True,False,False,False,True,49.0
33296,葛飾区,10,100,2021,4.0,29.6,True,True,True,False,False,45.0
33297,葛飾区,5,90,2021,4.0,33.3,True,False,True,False,False,43.0
33300,葛飾区,5,60,2021,4.6,12.95,True,True,False,False,False,31.0
33301,葛飾区,6,105,2021,3.6,38.85,True,True,False,False,False,54.0
33304,葛飾区,10,80,2021,4.4,18.5,True,False,False,False,True,40.0
33305,葛飾区,11,85,2021,4.0,29.6,True,False,False,True,False,42.0
33308,葛飾区,5,90,2021,3.0,28.183365,True,False,True,False,True,45.0
33310,葛飾区,15,95,2021,10.0,17.80002,True,True,False,False,False,39.0
33314,葛飾区,10,95,2021,4.2,25.216695,True,True,True,False,False,46.0
33316,葛飾区,5,50,2021,4.0,10.383345,True,False,False,True,True,27.0
33321,葛飾区,18,85,2020,4.0,14.45,True,False,False,False,True,42.0
33322,葛飾区,11,90,2020,4.0,11.9,True,True,False,True,False,44.0
33323,葛飾区,10,100,2021,4.0,18.7,True,True,True,False,False,45.0
33325,葛飾区,8,80,2021,6.0,11.9,True,False,True,False,True,46.0
33326,葛飾区,8,80,2021,4.5,11.9,True,True,True,False,False,41.0
33327,葛飾区,9,80,2021,4.5,12.75,True,False,False,False,True,43.0
33328,葛飾区,14,95,2021,8.0,22.250025,True,True,False,False,False,46.0
33329,葛飾区,14,85,2021,4.5,20.76669,True,False,True,False,False,44.0
33330,葛飾区,45,100,2023,4.0,34.350015,True,False,True,False,False,35.0
33332,葛飾区,45,80,2023,4.0,31.078585,True,False,False,True,False,40.0
33334,葛飾区,45,85,2021,8.0,35.25,True,True,False,False,False,42.0
33335,葛飾区,45,90,2023,4.0,37.6,True,False,True,False,False,37.0
33336,葛飾区,24,100,2023,6.0,37.6,True,False,False,False,True,46.0
33338,葛飾区,45,95,2023,4.5,65.8,True,False,False,True,True,41.0
33341,葛飾区,45,90,2023,8.2,16.0125,True,False,False,True,True,39.0
33344,葛飾区,45,85,2023,8.0,14.86875,True,False,True,False,False,44.0
33346,葛飾区,45,85,2023,8.0,13.5,True,False,False,False,True,38.0
33351,葛飾区,45,80,2023,4.0,18.9,True,True,True,False,False,40.0
33352,葛飾区,28,120,2023,8.0,30.64281,True,False,True,False,False,48.0
33354,葛飾区,45,80,2022,8.0,36.7125,True,False,False,True,False,38.0
33359,葛飾区,45,85,2022,7.0,25.405565,True,True,False,False,False,36.0
33361,葛飾区,45,80,2022,8.0,26.90001,True,False,False,True,False,38.0
33364,葛飾区,29,105,2022,7.0,27.766695,True,True,False,False,False,43.0
33365,葛飾区,28,95,2022,8.0,22.86669,True,True,False,False,False,38.0
33367,葛飾区,26,90,2022,4.5,27.766695,True,True,False,False,False,42.0
33368,葛飾区,45,95,2022,9.6,33.525,True,False,False,True,False,37.0
33369,葛飾区,45,95,2022,5.0,35.3875,True,True,False,False,False,32.0
33372,葛飾区,45,115,2021,7.0,23.885,True,False,False,True,False,52.0
33374,葛飾区,45,80,2021,4.5,21.075,True,False,False,False,True,35.0
33377,葛飾区,45,85,2021,4.5,21.375,True,True,False,False,False,37.0
33380,葛飾区,45,80,2021,4.5,21.375,True,False,False,True,False,36.0
33385,葛飾区,45,85,2021,7.0,26.6,True,False,False,False,True,28.0
33387,葛飾区,45,80,2021,4.5,21.0,True,False,False,True,False,34.0
33388,葛飾区,23,85,2020,4.5,29.72304,True,False,True,False,False,43.0
33390,葛飾区,45,80,2020,4.5,26.00766,True,False,True,False,False,35.0
33391,葛飾区,45,80,2020,4.5,26.00766,True,False,False,True,False,33.0
33394,葛飾区,45,95,2021,4.0,37.1538,True,False,True,False,False,33.0
33395,葛飾区,45,85,2022,10.2,30.4,True,False,True,False,True,38.0
33398,葛飾区,24,80,2023,4.5,19.44375,True,False,False,True,False,39.0
33399,葛飾区,20,95,2023,8.0,19.44375,True,False,False,False,True,42.0
33403,葛飾区,19,80,2023,4.2,27.0,True,False,False,True,False,43.0
33404,葛飾区,21,80,2023,4.5,27.0,True,False,False,True,False,41.0
33406,葛飾区,15,85,2023,5.9,25.405565,True,True,False,False,False,55.0
33412,葛飾区,25,90,2021,6.0,29.505,True,True,True,False,False,44.0
33421,葛飾区,18,105,2021,4.0,26.00766,True,True,False,False,False,41.0
33422,葛飾区,18,105,2021,4.0,26.00766,True,True,False,False,False,41.0
33423,葛飾区,18,100,2021,8.0,26.00766,True,False,False,True,False,42.0
33424,葛飾区,25,90,2021,4.5,35.29611,True,False,False,False,True,38.0
33426,葛飾区,23,75,2021,4.0,35.29611,True,True,False,False,False,30.0
33436,葛飾区,9,85,2021,6.0,16.83335,True,True,True,False,False,45.0
33438,葛飾区,14,90,2021,6.0,14.85,True,False,True,False,True,46.0
33439,葛飾区,8,60,2023,5.6,9.8,True,False,False,True,False,35.0
33440,葛飾区,6,65,2023,4.0,25.55,True,False,False,False,True,31.0
33445,葛飾区,9,90,2023,4.0,26.395135,True,False,True,False,False,62.0
33459,葛飾区,13,85,2022,3.7,30.4,True,True,False,True,False,47.0
33463,葛飾区,13,95,2022,7.7,33.949965,True,True,False,True,False,56.0
33466,葛飾区,13,95,2021,8.0,23.25,True,False,True,False,True,43.0
33470,葛飾区,10,95,2021,5.4,18.6,True,False,True,False,False,47.0
33474,葛飾区,3,95,2021,3.7,19.39998,True,True,False,False,False,44.0
34732,江戸川区,9,120,2023,6.0,24.0,True,False,False,False,True,60.0
34743,江戸川区,16,85,2022,4.5,29.286,True,True,True,False,False,51.0
34744,江戸川区,16,85,2022,5.9,29.286,True,True,False,True,False,50.0
34746,江戸川区,16,85,2022,5.8,23.5875,True,True,False,True,False,59.0
34750,江戸川区,13,60,2022,3.4,20.65,True,True,False,False,False,36.0
34752,江戸川区,11,90,2021,8.1,18.983305,True,True,False,True,False,59.0
34753,江戸川区,14,95,2022,4.0,18.983305,True,False,False,True,True,60.0
34755,江戸川区,8,60,2021,4.0,20.1,True,False,True,False,True,34.0
34756,江戸川区,8,105,2021,3.6,44.22,True,False,False,False,True,44.0
34758,江戸川区,10,95,2021,4.5,35.42,True,False,False,True,False,56.0
34759,江戸川区,10,100,2021,4.0,23.1,True,False,False,True,False,56.0
34760,江戸川区,9,100,2021,7.0,21.56,True,False,False,False,True,59.0
34764,江戸川区,9,110,2021,6.0,42.075,True,False,True,False,False,69.0
34765,江戸川区,12,110,2021,4.0,25.5,True,False,False,True,False,45.0
34767,江戸川区,11,95,2021,4.5,25.5,True,False,True,False,False,66.0
34768,江戸川区,11,90,2021,4.5,28.05,True,False,False,True,False,56.0
34769,江戸川区,11,95,2021,4.5,25.5,True,False,True,False,False,65.0
34772,江戸川区,14,100,2021,6.0,30.55,True,True,False,True,False,57.0
34778,江戸川区,12,60,2022,4.0,27.624975,True,True,True,False,False,46.0
34786,江戸川区,10,95,2023,4.0,27.2,True,True,True,False,False,55.0
34792,江戸川区,14,85,2023,4.0,17.757135,True,False,True,False,False,50.0
34798,江戸川区,14,110,2021,6.5,26.13,True,False,False,False,True,50.0
34799,江戸川区,11,90,2021,3.3,36.18,True,False,False,True,True,53.0
34803,江戸川区,13,100,2021,6.1,17.85,True,False,True,False,True,50.0
34804,江戸川区,18,100,2020,3.3,34.68,True,False,False,True,True,50.0
34806,江戸川区,14,105,2023,4.0,42.1,True,False,True,False,True,52.0
34807,江戸川区,13,95,2023,6.0,57.8875,True,False,False,True,True,53.0
34808,江戸川区,14,105,2024,4.2,60.51875,True,False,False,True,True,58.0
34809,江戸川区,14,110,2023,4.5,52.625,True,True,False,True,False,55.0
34810,江戸川区,13,90,2023,6.0,38.85,True,False,False,True,True,55.0
34811,江戸川区,13,95,2023,4.3,44.4,True,True,True,False,False,55.0
34813,江戸川区,13,100,2023,4.2,44.4,True,True,True,False,False,54.0
34815,江戸川区,15,90,2023,4.4,21.15,True,False,False,True,True,55.0
34816,江戸川区,14,95,2023,6.0,33.4875,True,True,False,True,False,52.0
34818,江戸川区,11,115,2023,6.0,27.075,True,True,False,True,False,81.0
34819,江戸川区,15,55,2022,4.0,19.200015,True,True,False,False,False,29.0
34821,江戸川区,10,100,2022,4.0,36.4,True,False,True,False,True,62.0
34823,江戸川区,15,70,2022,4.2,11.2,True,False,True,False,True,35.0
34824,江戸川区,12,105,2022,4.0,28.0,True,False,False,True,True,63.0
34827,江戸川区,14,95,2022,4.0,23.8,True,False,False,True,True,48.0
34831,江戸川区,16,105,2021,4.5,17.575,True,False,True,False,True,53.0
34834,江戸川区,15,75,2022,4.0,38.99997,True,True,True,False,False,46.0
34835,江戸川区,14,100,2021,4.9,43.3333,True,True,True,False,False,64.0
34836,江戸川区,16,105,2021,4.5,43.3333,True,False,False,True,True,51.0
34837,江戸川区,15,100,2021,4.5,41.166635,True,True,False,True,False,51.0
34838,江戸川区,9,115,2021,4.0,47.66663,True,False,False,True,True,58.0
34841,江戸川区,15,100,2021,6.0,46.55,False,True,True,False,False,70.0
34842,江戸川区,15,95,2021,27.0,44.1,True,False,False,True,True,56.0
34843,江戸川区,16,70,2021,4.0,26.95,True,True,True,False,False,37.0
34849,江戸川区,26,85,2022,6.5,32.54,True,False,True,False,False,46.0
34858,江戸川区,45,105,2020,8.5,36.0,True,True,False,False,False,47.0
34862,江戸川区,45,90,2023,6.5,18.7935,True,False,False,True,False,48.0
34863,江戸川区,28,95,2023,6.5,19.899,True,False,False,True,True,51.0
34864,江戸川区,29,105,2023,9.6,25.515,True,False,True,False,False,54.0
34867,江戸川区,45,75,2022,6.5,23.775,True,False,False,True,False,45.0
34869,江戸川区,25,115,2022,4.0,35.955,True,False,False,True,True,51.0
34870,江戸川区,26,100,2022,6.5,29.61,True,False,False,True,False,50.0
34881,江戸川区,45,65,2021,4.0,13.31,True,False,False,False,True,33.0
34882,江戸川区,25,95,2021,12.0,18.15,True,True,True,False,False,44.0
34883,江戸川区,26,105,2021,5.5,18.312,True,False,False,False,True,44.0
34884,江戸川区,25,100,2021,11.3,19.62,True,False,True,False,False,45.0
34886,江戸川区,45,90,2021,4.0,23.544,True,False,False,True,False,42.0
34890,江戸川区,20,60,2023,6.0,25.52,True,False,False,True,True,34.0
34891,江戸川区,24,80,2022,4.5,26.8,True,False,True,False,False,45.0
34898,江戸川区,24,85,2021,8.2,20.67548,True,False,True,False,False,40.0
34899,江戸川区,23,105,2021,8.2,25.10594,True,False,True,False,False,54.0
34906,江戸川区,18,100,2022,8.6,27.9,True,False,True,False,True,48.0
34909,江戸川区,18,100,2022,8.5,38.525,True,False,True,False,True,56.0
34911,江戸川区,19,65,2021,38.0,26.649975,True,True,True,False,False,39.0
34916,江戸川区,21,95,2024,8.1,68.25,True,False,False,True,False,49.0
34917,江戸川区,20,100,2021,4.5,26.16,True,False,True,False,False,47.0
34918,江戸川区,20,95,2021,4.5,24.852,True,False,True,False,False,51.0
34919,江戸川区,11,110,2023,4.5,25.6,True,False,False,False,True,62.0
34923,江戸川区,12,80,2023,9.0,63.349965,True,False,False,True,True,55.0
34925,江戸川区,9,105,2023,8.0,27.125,True,False,False,False,True,55.0
34926,江戸川区,11,90,2023,6.0,32.000025,True,True,False,False,False,54.0
34927,江戸川区,6,70,2023,8.0,19.200015,True,False,False,True,False,47.0
34929,江戸川区,10,100,2022,4.5,24.75,True,False,False,False,True,57.0
34930,江戸川区,14,90,2022,5.0,46.4,True,False,True,False,True,44.0
34931,江戸川区,12,95,2022,4.0,44.08,True,False,False,True,False,52.0
34932,江戸川区,11,95,2021,4.0,34.8,True,True,False,False,False,46.0
34934,江戸川区,14,95,2022,5.0,19.95,True,False,True,False,True,52.0
34938,江戸川区,14,100,2021,9.0,23.8,True,False,True,False,False,49.0
34943,江戸川区,8,105,2021,8.0,40.5,True,False,True,False,False,56.0
34961,江戸川区,10,105,2021,4.5,44.65,False,False,False,True,False,76.0
34965,江戸川区,5,105,2023,5.0,22.63331,True,False,False,True,True,52.0
34967,江戸川区,8,85,2023,6.0,19.39998,True,False,True,False,False,52.0
34974,江戸川区,6,100,2022,4.0,43.92,True,True,False,False,False,53.0
34975,江戸川区,3,70,2022,25.0,31.9,True,True,False,False,False,38.0
34982,江戸川区,6,70,2022,5.5,13.5,True,False,False,True,False,41.0
34985,江戸川区,3,105,2021,4.0,44.0,True,True,False,False,False,47.0
34988,江戸川区,3,90,2021,7.8,66.0,True,False,False,False,True,45.0
34993,江戸川区,3,85,2021,4.0,17.4,True,True,False,False,False,40.0
34997,江戸川区,10,100,2023,8.4,40.5161,True,False,True,False,False,54.0
34998,江戸川区,5,100,2023,7.6,30.387075,True,False,False,False,True,59.0
35001,江戸川区,7,85,2023,8.7,31.4,True,False,True,False,False,51.0
35005,江戸川区,3,105,2023,11.0,21.999975,True,True,True,False,False,63.0
35010,江戸川区,5,80,2023,8.0,35.750025,True,False,False,True,False,49.0
35011,江戸川区,7,90,2023,8.7,38.13336,True,False,True,False,False,52.0
35012,江戸川区,9,80,2022,4.0,39.75,True,False,False,True,False,40.0
35014,江戸川区,8,105,2022,6.0,55.65,True,False,False,False,True,63.0
35015,江戸川区,8,105,2022,6.0,55.65,True,False,False,False,True,63.0
35017,江戸川区,7,95,2022,8.0,47.7,True,False,False,True,False,58.0
35023,江戸川区,11,75,2023,8.0,20.16665,True,False,True,False,False,48.0
35024,江戸川区,8,65,2022,4.0,16.4,True,True,False,False,False,32.0
35025,江戸川区,3,95,2022,4.0,28.7,True,False,False,False,True,56.0
35026,江戸川区,6,95,2022,6.0,36.9,True,True,False,False,False,53.0
35027,江戸川区,7,95,2022,4.0,34.85,True,False,False,True,False,60.0
35029,江戸川区,7,110,2022,7.8,32.8,True,False,True,False,False,54.0
35031,江戸川区,3,90,2022,3.6,38.95,True,False,False,False,True,60.0
35032,江戸川区,3,115,2022,6.0,6.3,True,False,True,False,False,62.0
35034,江戸川区,9,100,2022,6.0,5.04,True,False,False,False,True,52.0
35035,江戸川区,7,105,2022,6.0,4.41,True,True,False,False,False,58.0
35036,江戸川区,8,85,2022,4.0,5.355,True,False,False,False,True,43.0
35049,江戸川区,6,95,2021,4.0,32.0,True,False,False,True,False,45.0
35051,江戸川区,8,135,2020,6.0,18.85,True,True,False,False,False,46.0
35053,江戸川区,9,100,2020,6.0,21.75,True,False,False,False,True,49.0
35054,江戸川区,5,100,2020,8.0,23.2,True,True,False,False,False,57.0
35057,江戸川区,13,70,2021,3.5,14.5,True,True,False,False,False,35.0
35060,江戸川区,9,115,2021,6.0,22.784,True,True,False,False,False,55.0
35062,江戸川区,8,80,2023,6.0,12.1,True,False,False,True,True,45.0
35063,江戸川区,10,90,2021,8.0,17.6,True,False,False,True,False,48.0
35064,江戸川区,6,105,2022,4.5,17.6,True,True,False,False,False,56.0
35066,江戸川区,9,90,2021,8.0,40.8,True,False,False,True,False,42.0
35067,江戸川区,9,90,2021,8.0,44.0,True,False,False,True,False,42.0
35071,江戸川区,24,100,2022,4.5,32.9375,True,True,False,False,False,70.0
35072,江戸川区,21,110,2023,7.0,34.875,True,True,False,False,False,54.0
35075,江戸川区,24,95,2023,6.0,34.13336,True,True,False,True,False,47.0
35077,江戸川区,24,110,2022,4.5,32.48,True,True,True,False,False,48.0
35078,江戸川区,23,110,2022,7.7,48.72,True,True,False,True,False,57.0
35080,江戸川区,23,115,2022,4.5,44.08,True,False,True,False,False,52.0
35084,江戸川区,24,100,2021,8.0,19.95,True,False,True,False,True,45.0
35085,江戸川区,24,130,2023,8.0,18.9,False,False,True,False,False,86.0
35086,江戸川区,24,105,2022,9.0,24.0,True,False,True,False,True,50.0
35088,江戸川区,23,95,2021,4.5,28.57169,True,True,False,False,False,43.0
35089,江戸川区,21,95,2021,4.5,28.57169,True,False,False,False,True,42.0
35090,江戸川区,21,70,2021,4.0,16.65,True,False,False,False,True,36.0
35091,江戸川区,26,100,2021,8.0,27.75,True,False,False,False,True,43.0
35092,江戸川区,23,95,2021,9.0,25.9,True,False,True,False,False,43.0
35093,江戸川区,23,60,2021,8.0,18.5,True,False,True,False,False,32.0
35096,江戸川区,15,125,2023,3.8,27.0,True,False,True,False,True,58.0
35097,江戸川区,15,105,2022,4.8,78.0,True,True,False,True,False,64.0
35102,江戸川区,28,90,2022,16.0,43.60905,True,False,False,True,False,49.0
35105,江戸川区,25,75,2023,4.0,19.2,True,False,False,False,True,37.0
35110,江戸川区,15,95,2023,4.0,60.3333,True,False,False,False,True,48.0
35111,江戸川区,18,105,2022,10.5,63.349965,True,False,False,True,False,60.0
35112,江戸川区,18,55,2023,4.0,30.16665,True,False,True,False,True,28.0
35113,江戸川区,29,85,2023,6.0,48.26664,True,False,False,True,False,53.0
35115,江戸川区,20,90,2023,9.6,36.19998,True,False,False,False,True,49.0
35116,江戸川区,25,95,2023,6.0,31.0,True,True,False,False,False,47.0
35117,江戸川区,26,90,2023,6.0,31.0,True,False,False,True,False,48.0
35118,江戸川区,28,105,2024,11.8,34.875,True,False,False,True,False,58.0
35119,江戸川区,12,105,2023,4.5,29.0625,True,True,False,True,False,62.0
